299649, 61, 69
299649, 73, 150
299649, 155, 165
299649, 178, 198
299649, 207, 222
299649, 226, 251
299649, 255, 268
299649, 275, 345
299649, 349, 370
299649, 381, 548
299649, 553, 607
299649, 617, 639
299649, 663, 691
299649, 3, 8
299649, 1, 9
299649, 13, 59
299649, 73, 92
299649, 97, 114
299649, 142, 151
299649, 156, 186
299649, 1, 34
299649, 1, 22
299649, 38, 47
299649, 50, 82
299649, 90, 98
299649, 108, 130
299649, 133, 152
299649, 156, 250
299649, 260, 414
299649, 420, 561
299649, 568, 585
299649, 590, 680
299649, 691, 751
299649, 27, 46
299649, 1, 8
299649, 1, 93
299649, 1, 1
299649, 4, 5
299649, 8, 8
299649, 11, 20
299649, 23, 39
299649, 60, 149
299649, 1, 20
299649, 1, 677
299649, 19, 673
299649, 40, 332
299649, 1, 98
299649, 1, 97
299649, 1, 124
299649, 1, 103
299649, 126, 265
299649, 1, 650
299649, 1, 563
299649, 26, 175
299649, 38, 150
299649, 1, 838
299649, 957, 1013
299649, 1, 111
299649, 1, 8
299649, 103, 623
299649, 8, 548
299649, 1, 640
299649, 645, 844
299649, 15, 111
299649, 1, 82
299649, 7, 123
299649, 125, 1206
299649, 41, 49
299649, 63, 66
299649, 75, 226
299649, 1, 21
299649, 1, 447
299649, 1, 23
299649, 26, 176
299649, 1, 335
299649, 338, 1572
299649, 41, 47
299649, 49, 49
299649, 52, 56
299649, 59, 66
299649, 1, 33
299649, 1, 33
299649, 1, 26
299649, 56, 343
299649, 21, 509
299649, 3, 341
299649, 1, 549
299649, 552, 750
299649, 752, 1201
299649, 1219, 1272
299649, 36, 214
299649, 6, 508
299649, 1, 59
299649, 6, 161
299649, 1, 33
299649, 36, 74
299649, 80, 383
299649, 410, 493
299649, 162, 223
299649, 25, 31
299649, 1, 897
299649, 36, 805
299649, 1, 145
299649, 35, 59
299649, 1, 97
299649, 3, 10
299649, 13, 303
299649, 38, 157
299649, 3, 886
299649, 45, 949
299649, 35, 474
299649, 477, 990
299649, 22, 353
299649, 33, 319
299649, 1, 476
299649, 38, 214
299649, 1, 627
299649, 2, 18
299649, 1, 33
299649, 1, 228
299649, 231, 517
299649, 519, 728
299649, 1, 9
299649, 1, 108
299649, 50, 367
299649, 86, 96
299649, 99, 400
299649, 404, 512
299649, 1, 329
299649, 1, 404
299649, 1, 173
299649, 28, 581
299649, 35, 830
299649, 1, 18
299649, 1, 844
299649, 42, 250
299649, 1, 110
299649, 117, 263
299649, 1, 49
299649, 1, 110
299649, 1, 394
299649, 1, 611
299649, 14, 372
299649, 57, 943
299649, 28, 445
299649, 1, 294
299649, 319, 487
299649, 36, 102
299649, 43, 52
299649, 101, 422
299649, 1, 58
299649, 1, 350
299649, 31, 568
299649, 30, 1938
299649, 1, 147
299649, 6, 123
299649, 17, 317
299649, 1, 367
299649, 1, 381
299649, 1, 1128
299649, 37, 407
299649, 1, 1704
299649, 34, 86
299649, 24, 53
299649, 66, 72
299649, 1, 98
299649, 1, 401
299649, 403, 446
299649, 448, 675
299649, 678, 818
299649, 1, 40
299649, 44, 46
299649, 1, 20
299649, 18, 20
299649, 10, 10
299649, 1, 174
299649, 1, 72
299649, 1, 523
299649, 1, 228
299649, 71, 943
299649, 33, 140
299649, 32, 671
299649, 674, 1230
299649, 1, 85
299649, 1, 16
299649, 54, 133
299649, 136, 923
299649, 58, 78
299649, 81, 293
299649, 1, 457
299649, 1, 960
299649, 37, 471
299649, 1, 1250
299649, 15, 17
299649, 22, 192
299649, 194, 391
299649, 1, 71
299649, 1, 152
299649, 33, 870
299649, 42, 722
299649, 27, 162
299649, 19, 72
299649, 1, 98
299649, 3, 482
299649, 1, 136
299649, 27, 157
299649, 164, 717
299649, 45, 407
299649, 1, 887
299649, 21, 312
299649, 317, 442
299649, 445, 483
299649, 486, 1926
299649, 28, 808
299649, 1, 368
299649, 398, 406
299649, 1, 305
299649, 1, 7
299649, 1, 259
299649, 30, 222
299649, 225, 340
299649, 8, 176
299649, 1, 922
299649, 10, 21
299649, 23, 59
299649, 1, 7
299649, 1, 618
299649, 73, 92
299649, 37, 89
299649, 29, 46
299649, 1, 59
299649, 1, 677
299649, 747, 778
299649, 1, 582
299649, 40, 124
299649, 1, 7
299649, 1, 188
299649, 1, 7
299649, 1, 11
299649, 40, 46
299649, 1, 7
299649, 6, 291
299649, 1, 693
299649, 730, 1285
299649, 47, 534
299649, 545, 705
299649, 710, 986
299649, 1, 1054
299649, 37, 73
299649, 75, 123
299649, 125, 129
299649, 133, 165
299649, 168, 175
299649, 177, 216
299649, 218, 358
299649, 361, 375
299649, 378, 404
299649, 407, 423
299649, 425, 503
299649, 505, 578
299649, 581, 594
299649, 596, 638
299649, 1, 22
299649, 24, 28
299649, 30, 39
299649, 41, 53
299649, 55, 132
299649, 134, 144
299649, 146, 265
299649, 267, 271
299649, 274, 344
299649, 347, 357
299649, 359, 375
299649, 378, 384
299649, 386, 414
299649, 416, 494
299649, 497, 608
299649, 611, 634
299649, 637, 684
299649, 687, 706
299649, 708, 724
299649, 726, 901
299649, 904, 954
299649, 957, 982
299649, 984, 1072
299649, 1075, 1124
299649, 1126, 1129
299649, 1132, 1206
299649, 1209, 1234
299649, 1236, 1291
299649, 1, 149
299649, 1, 317
299649, 1, 72
299649, 1, 706
299649, 1, 180
299649, 54, 1334
299649, 1338, 1913
299649, 54, 54
299649, 83, 2044
299649, 60, 2052
299649, 55, 1678
299649, 58, 319
299649, 1, 751
299649, 1, 56
299649, 54, 2014
299649, 71, 138
299649, 143, 150
299649, 1, 253
299649, 1, 1769
299649, 76, 2596
299649, 2598, 2656
299649, 165, 1750
299649, 1752, 2087
299649, 50, 1714
299649, 1731, 1733
299649, 1, 620
299649, 10, 18
299649, 1, 321
299649, 55, 607
299649, 52, 98
299649, 100, 133
299649, 135, 157
299649, 176, 253
299649, 255, 477
299649, 56, 85
299649, 1, 1125
299649, 1183, 1779
299649, 1781, 1811
299649, 74, 1653
299649, 82, 295
299649, 44, 1387
299649, 1390, 1396
299649, 1399, 1402
299649, 1404, 1407
299649, 1409, 1412
299649, 1414, 1416
299649, 1419, 1421
299649, 1424, 1873
299649, 40, 92
299649, 110, 111
299649, 1, 534
299649, 540, 1644
299649, 1, 60
299649, 60, 86
299649, 1, 370
299649, 1, 239
299649, 1, 1324
299649, 52, 56
299649, 60, 848
299649, 52, 223
299649, 227, 740
299649, 747, 1002
299649, 73, 536
299649, 1, 8
299649, 53, 704
299649, 1, 1194
299649, 53, 67
299649, 69, 143
299649, 147, 173
299649, 175, 198
299649, 237, 240
299649, 1, 150
299649, 1, 689
299649, 51, 1193
299649, 1, 60
299649, 69, 149
299649, 1, 1681
299649, 3, 16
299649, 1, 278
299649, 49, 98
299649, 1, 431
299649, 438, 510
299649, 4, 1300
299649, 28, 87
299649, 91, 306
299649, 308, 377
299649, 385, 1202
299649, 1205, 2950
299649, 3, 203
299649, 302, 306
299649, 309, 310
299649, 313, 313
299649, 318, 330
299649, 1, 873
299649, 1, 667
299649, 671, 686
299649, 63, 518
299649, 520, 575
299649, 1, 8
299649, 1, 35
299649, 1, 2045
299649, 52, 1107
299649, 68, 1527
299649, 9, 72
299649, 1, 526
299649, 69, 124
299649, 1, 21
299649, 1, 9
299649, 1, 8
299649, 1, 8
299649, 1, 231
299649, 262, 266
299649, 1, 8
299649, 1, 112
299649, 120, 422
299649, 1, 1002
299649, 74, 132
299649, 136, 729
299649, 1, 1229
299649, 52, 1077
299649, 1, 372
299649, 52, 99
299649, 1, 23
299649, 1, 16
299649, 18, 1147
299649, 57, 433
299649, 1, 957
299649, 1, 548
299649, 75, 207
299649, 60, 157
299649, 163, 458
299649, 1, 153
299649, 1, 227
299649, 1, 741
299649, 1, 404
299649, 36, 241
299649, 1, 107
299649, 1, 503
299649, 1, 34
299649, 1, 21
299649, 1, 868
299649, 91, 231
299649, 233, 253
299649, 50, 147
299649, 1, 668
299649, 676, 832
299649, 1, 721
299649, 724, 756
299649, 769, 934
299649, 936, 1254
299649, 71, 168
299649, 9, 1292
299649, 1294, 1383
299649, 1386, 1525
299649, 44, 536
299649, 573, 575
299649, 1, 394
299649, 401, 520
299649, 528, 535
299649, 540, 1475
299649, 20, 291
299649, 1, 121
299649, 46, 518
299649, 558, 639
299649, 1, 163
299649, 1, 1134
299649, 53, 583
299649, 1, 691
299649, 1, 500
299649, 517, 1020
299649, 60, 339
299649, 342, 667
299649, 671, 2390
299649, 55, 902
299649, 56, 197
299649, 85, 689
299649, 692, 978
299649, 980, 1074
299649, 1077, 1912
299649, 59, 830
299649, 87, 266
299649, 1, 1144
299649, 1, 862
299649, 81, 705
299649, 70, 780
299649, 53, 521
299649, 1, 32
299649, 63, 96
299649, 1, 110
299649, 60, 63
299649, 1, 49
299649, 1, 139
299649, 1, 320
299649, 1, 371
299649, 1, 140
299649, 1, 358
299649, 1, 415
299649, 422, 629
299649, 1, 588
299649, 593, 976
299649, 1, 300
299649, 57, 152
299649, 1, 127
299649, 1, 756
299649, 770, 2642
299649, 2667, 3007
299649, 1, 497
299649, 53, 84
299649, 1, 1095
299649, 1, 1298
299649, 1, 1112
299649, 78, 165
299649, 1, 251
299649, 253, 691
299649, 709, 1233
299649, 1, 1440
299649, 1, 745
299649, 1, 22
299649, 1, 503
299649, 1, 33
299649, 35, 75
299649, 1, 62
299649, 1, 108
299649, 9, 126
299649, 1, 333
299649, 1, 339
299649, 13, 101
299649, 1, 11
299649, 1, 237
299649, 239, 787
299649, 1, 31
299649, 1, 17
299649, 20, 35
299649, 37, 41
299649, 43, 47
299649, 49, 53
299649, 56, 60
299649, 62, 66
299649, 68, 72
299649, 74, 77
299649, 79, 83
299649, 85, 89
299649, 93, 102
299649, 104, 108
299649, 110, 114
299649, 116, 120
299649, 122, 126
299649, 129, 139
299649, 141, 145
299649, 147, 151
299649, 153, 166
299649, 169, 173
299649, 175, 179
299649, 181, 185
299649, 187, 191
299649, 193, 197
299649, 200, 210
299649, 212, 216
299649, 218, 222
299649, 225, 229
299649, 231, 235
299649, 237, 241
299649, 243, 247
299649, 249, 249
299649, 252, 256
299649, 258, 268
299649, 1, 512
299649, 514, 2275
299649, 1, 73
